work_ye21,2peri0ce_2eve2,e132oy10t_type,job_t172e,53221y,53221y_curr0cy,53221y_6_0,e132oy40_r14390ce,re1ote_r49io,co1pany_2o9tion,co1pany_24ze
2022,0,0,1,63000,4,49424,9,100,9,0
2022,3,0,9,160000,0,160000,9,0,9,1
2022,3,0,8,207500,0,207500,9,100,9,1
2022,3,0,8,125000,0,125000,9,100,9,1
2022,3,0,9,210000,0,210000,9,0,9,1
2022,3,0,9,160000,0,160000,9,0,9,1
2022,3,0,9,210000,0,210000,9,100,9,1
2022,3,0,9,160000,0,160000,9,100,9,1
2022,1,0,12,115000,4,90218,9,100,9,2
2022,0,0,42,52000,4,40794,9,100,9,2
2022,3,0,23,120000,4,94141,9,100,9,2
2022,0,0,46,99000,0,99000,9,100,9,2
2021,1,0,7,60000,4,47857,9,50,9,2
2022,1,0,20,100000,4,78451,9,100,9,2
2021,0,0,8,70000,0,70000,45,0,9,2
2021,3,0,7,95000,0,95000,0,100,9,2
2021,1,0,42,80000,4,63810,9,100,9,2
2021,2,0,19,300000,4,239287,9,50,9,0
2021,3,0,9,150000,4,119643,9,100,9,1
2021,3,0,20,85000,4,67798,9,50,9,2
2021,3,0,12,140000,4,111667,9,50,9,1
2021,1,0,16,100000,4,79762,9,100,9,2
2021,1,0,8,95000,4,75774,9,100,9,2
2021,0,0,42,47000,4,37488,9,100,9,0
2021,2,0,47,170000,4,135596,9,50,9,2
2021,3,0,7,99000,4,78965,9,100,9,2
2020,3,0,26,104000,4,77572,9,100,9,2
2021,0,0,42,76000,4,60619,9,100,9,1
2021,3,0,8,113500,4,90530,9,100,9,1
2020,1,0,18,107000,4,79810,9,100,9,2
2022,3,0,84,150000,0,150000,0,100,10,2
2022,1,0,7,111000,0,111000,10,50,10,2
2021,1,0,8,110000,14,120308,10,100,10,2
2021,3,0,20,155000,14,169525,10,100,10,2
2020,0,0,7,400000,17,61195,11,0,11,1
2020,1,0,8,432000,17,66091,11,50,11,2
2020,1,0,16,40000,2,51305,3,100,11,2
2020,1,0,51,420000,17,64255,11,0,11,2
2022,0,0,4,70000,6,50002,13,50,13,2
2022,1,0,9,160000,0,160000,13,0,13,1
2021,3,0,48,150000,6,112575,13,100,13,2
2022,0,0,11,104000,6,74289,13,100,13,2
2021,2,0,29,340000,6,255170,13,50,13,2
2021,1,0,12,162000,6,121581,13,100,13,2
2021,3,0,65,140000,6,105070,13,0,13,2
2021,3,0,8,182000,6,136591,13,100,13,2
2020,1,0,7,140000,6,96422,13,50,13,1
2022,0,0,8,10000,0,10000,21,100,14,0
2021,3,0,12,40000,3,47282,14,0,14,2
2021,3,0,64,55000,3,65013,14,100,14,2
2020,3,0,26,45000,3,51321,14,100,14,0
2020,3,0,17,62000,3,70709,14,100,14,2
2021,1,0,8,33000,3,39007,14,100,14,1
2022,2,0,15,360000,0,360000,4,100,15,2
2022,0,0,67,44000,0,44000,15,0,15,2
2022,1,0,68,120000,3,129910,16,50,16,2
2022,1,0,9,140000,3,151562,16,100,16,1
2022,1,0,9,100000,3,108258,16,100,16,1
2022,1,0,28,120000,3,129910,16,100,16,1
2022,1,0,80,75000,3,81194,16,100,16,2
2022,0,0,21,36500,3,39514,16,50,16,2
2022,0,0,25,41000,3,44386,16,0,16,2
2021,2,0,19,120000,3,141846,16,50,16,2
2021,3,0,26,39000,3,46100,16,0,16,2
2021,3,1,26,100000,0,100000,16,50,16,2
2021,0,0,9,43000,3,50828,16,100,16,2
2021,2,0,8,70000,3,82744,16,50,16,2
2020,0,0,22,43000,3,49040,16,50,16,2
2021,3,0,12,50000,3,59102,17,100,17,0
2022,2,0,19,250000,3,270647,17,50,17,2
2020,0,0,7,23000,3,26230,17,100,17,2
2021,3,0,12,50000,3,59102,17,100,17,2
2020,1,0,26,26000,3,29652,17,50,17,1
2022,1,0,8,35620,3,38561,20,0,20,0
2021,3,0,19,90000,0,90000,21,50,21,2
2020,3,0,19,35000,0,35000,21,100,21,2
2021,0,0,10,10200,0,10200,22,0,22,2
2021,3,0,7,48000,3,56738,24,50,24,1
2021,1,0,7,42900,3,50710,24,100,24,1
2021,2,0,43,50000,0,50000,25,50,25,2
2022,3,0,77,61000,0,61000,26,50,26,2
2021,1,0,24,10320000,8,34018,26,50,26,1
2021,0,0,7,85000,0,85000,0,50,29,1
2020,1,0,72,38000,3,43338,30,100,30,2
2021,3,0,47,100000,3,118205,30,100,30,2
2022,1,0,7,80000,3,86607,30,100,30,2
2020,1,0,12,70000,3,79833,30,50,30,2
2022,3,0,45,20000,0,20000,31,0,31,2
2021,3,0,8,264000,11,68342,32,100,32,2
2020,3,0,8,198000,11,50831,32,100,32,2
2021,3,0,31,81000,0,81000,32,100,32,2
2021,0,0,42,32000,3,37825,35,100,35,2
2021,3,0,12,50500,3,59693,35,50,35,2
2020,1,0,7,30000,3,34214,35,0,35,2
2020,3,0,9,47620,3,54309,35,50,35,2
2021,3,0,45,71500,2,98346,3,100,37,2
2022,3,0,72,500000000,18,34432,39,100,39,2
2021,1,0,26,54000,3,63831,40,50,40,1
2021,0,0,33,27000,3,31915,40,0,40,2
2021,1,0,24,23000,3,27187,44,0,44,1
2021,0,0,24,16800,3,19858,44,50,44,1
2021,3,0,45,190000,7,134317,46,50,46,2
2021,3,0,8,180000,7,127248,46,50,46,0
2020,1,0,33,58000,3,66147,47,50,47,1
2020,3,0,26,900000,13,54727,48,100,48,2
2021,0,0,22,37000,3,43736,49,0,49,1
2021,3,0,24,70000,3,82744,49,100,49,0
2021,1,0,42,12800,0,12800,51,100,51,1
2021,0,0,18,2000,0,2000,52,0,52,2
2020,3,0,59,100000,0,100000,53,0,53,2
2022,2,0,73,300000,0,300000,3,100,55,2
2020,3,0,20,200000,10,2764,55,0,55,2
2022,3,0,3,300000,1,58624,1,100,57,2
2022,0,0,79,50000,0,50000,23,100,58,2
2021,3,0,7,80000,0,80000,6,50,59,2
