id;work_year;3peri0ce_0eve0;e114oy10t_type;job_t270e;2a0ary;2a0ary_curr0cy;2a0ary_6_1;e114oyee_r7i5nce;re1ote_r3io;co1pany_0o0tion;co1pany_32ze
445;2022;1;0;10;70000;0;76940;10;100;10;1
117;2021;1;0;40;34000;0;40189;10;100;10;1
373;2022;1;0;43;50000;0;54957;10;0;10;1
374;2022;1;0;43;50000;0;54957;10;0;10;1
522;2022;1;0;5;20000;1;20000;10;100;10;2
90;2021;2;0;49;75000;0;88654;10;100;17;0
1;2020;2;0;1;260000;1;260000;11;0;11;2
189;2021;1;0;4;74000;1;74000;11;50;11;2
16;2020;0;0;10;4450000;5;41689;11;100;11;2
150;2021;2;0;22;168000;1;168000;11;0;11;2
136;2021;1;0;21;7000000;5;63711;11;50;11;2
137;2021;1;0;21;8500000;5;77364;11;50;11;2
502;2022;0;0;0;40000;1;40000;11;100;37;0
518;2022;1;0;0;115000;16;122346;12;0;12;0
19;2020;1;0;8;56000;1;56000;13;100;1;1
521;2022;0;0;19;10000;1;10000;13;100;2;1
460;2022;1;0;35;53000;0;58255;13;50;13;0
449;2022;0;0;21;20000;0;21983;13;100;13;0
174;2021;2;0;20;51400;0;60757;13;50;13;0
42;2020;1;0;35;44000;0;50180;13;0;13;1
17;2020;2;0;2;100000;0;114047;14;100;9;2
492;2022;1;0;0;150000;15;35590;14;100;14;0
220;2021;1;0;4;180000;15;46597;14;100;14;0
85;2021;1;0;10;110000;15;28476;14;100;14;0
273;2021;0;0;4;85000;1;85000;15;100;5;2
500;2022;2;0;4;57000;0;62651;15;100;15;0
114;2021;1;0;10;38400;0;45391;15;100;15;0
282;2021;1;13;10;59000;0;69741;15;100;15;0
26;2020;0;0;20;42000;1;42000;15;50;15;0
515;2022;1;0;0;48000;1;48000;16;100;1;2
54;2020;2;1;19;60000;1;60000;16;100;1;2
160;2021;3;0;36;230000;1;230000;16;50;16;0
161;2021;3;0;28;85000;1;85000;16;0;16;1
52;2020;0;0;11;300000;14;45896;17;50;17;2
216;2021;0;13;19;180000;14;28609;17;50;17;2
176;2021;1;0;0;58000;7;2859;18;0;18;2
27;2020;2;0;10;720000;7;33511;18;0;18;2
24;2020;1;0;6;115000;1;115000;19;0;19;0
480;2022;2;0;4;120000;1;120000;19;100;19;2
481;2022;2;0;4;65000;1;65000;19;100;19;2
503;2022;1;0;4;121000;9;87425;20;100;20;0
505;2022;0;0;0;120000;9;86703;20;50;20;1
510;2022;0;0;39;150000;1;150000;20;100;20;2
284;2021;1;0;20;69999;1;69999;21;50;21;0
113;2021;0;13;11;12000;1;12000;22;100;1;1
53;2020;0;0;10;48000;0;54742;22;100;5;0
496;2022;0;0;10;52800;0;58035;22;100;5;1
15;2020;1;0;5;8000;1;8000;22;50;22;0
184;2021;1;1;1;12000;1;12000;22;50;22;1
514;2022;0;0;33;20000;1;20000;22;0;22;1
20;2020;1;0;4;299000;6;43331;23;0;23;1
278;2021;2;0;0;180000;11;20171;24;50;24;0
247;2021;1;0;10;108000;11;12103;24;0;24;1
268;2021;1;0;10;250000;11;28016;24;100;24;1
153;2021;0;0;0;13400;1;13400;25;100;25;0
132;2021;1;0;23;38400;1;38400;26;100;1;1
186;2021;2;0;33;50000;1;50000;26;100;9;1
238;2021;0;0;0;4000;1;4000;26;0;26;1
208;2021;1;1;10;20000;1;20000;27;0;1;0
84;2021;3;0;22;130000;0;153667;27;100;14;0
288;2021;1;0;4;43200;0;51064;27;50;27;0
62;2020;0;13;0;19000;0;21669;27;50;27;2
116;2021;1;0;0;50000;1;50000;28;100;28;0
38;2020;0;0;5;10000;1;10000;28;100;28;2
9;2020;2;0;8;125000;1;125000;29;50;29;2
182;2021;1;0;10;22000;0;26005;30;0;1;0
188;2021;2;0;10;65000;0;76833;30;50;9;2
196;2021;0;0;24;9272;1;9272;31;100;31;2
210;2021;1;0;4;21000;0;24823;32;50;32;0
286;2021;2;0;36;87000;0;102839;32;100;32;0
145;2021;2;0;4;70000;0;82744;33;50;33;1
218;2021;1;0;4;75000;0;88654;33;100;33;1
102;2021;1;0;24;11000000;3;36259;34;50;1;0
7;2020;1;0;0;11000000;3;35735;34;50;34;0
192;2021;1;0;2;18000;1;18000;35;0;35;2
162;2021;1;0;10;24000;0;28369;36;50;36;0
490;2022;2;0;36;200000;1;200000;37;100;1;1
95;2021;1;0;26;120000;13;89294;38;50;38;0
156;2021;1;0;0;160000;13;119059;38;100;45;1
417;2022;2;0;40;60000;1;60000;39;100;18;0
89;2021;2;0;5;80000;1;80000;40;100;1;2
506;2022;1;0;23;75000;1;75000;41;100;1;0
177;2021;1;0;0;30400000;12;40038;42;100;40;0
191;2021;0;0;4;21844;1;21844;43;50;40;1
487;2022;0;13;0;100000;1;100000;44;50;41;1
501;2022;1;0;36;30000;0;32974;45;100;42;2
212;2021;1;0;10;48000;2;66022;46;50;9;2
3;2020;1;0;3;20000;1;20000;47;0;43;2
64;2020;2;0;4;40000;0;45618;48;100;44;2
513;2022;2;0;4;65000;0;71444;49;100;46;2
130;2021;0;0;27;100000;1;100000;50;50;47;2
185;2021;1;0;10;4000;1;4000;51;100;48;1
281;2021;0;0;20;100000;1;100000;52;0;23;0
40;2020;1;0;0;45760;1;45760;53;100;1;2
265;2021;2;0;8;160000;1;160000;54;50;1;2
264;2021;1;0;0;21600;0;25532;55;100;5;2
489;2022;0;2;23;29000;0;31875;56;100;21;1
