A1; A2; A3; A4; A5; A6; A7; A8; A9; A10; A11; A12; A13; A14; A15; A16; A17; A18; A19; A20; Class
-0.6519; -0.9976; -0.6044; 0.2406; 0.0894;34.678; 0.0055; -0.2309; 0.6354; 0.1289; -0.8118; 0.4218; -0.3136;12.254; -0.0999; 0.1169;18.237; -0.1481;10.875; -0.4969;0
 0.4754; 0.8365; -0.4840; -0.7554;13.278; 0.8463; 0.8674;-15.378;21.282; 0.1740; 0.3188; 0.2464;13.266; -0.1752; 0.5368; 0.2759; -0.1220;10.635; 0.8400;23.641;0
10.365; -0.3766; -0.6100;-30.107;-17.810; 0.2007;-12.765; 0.3354; 0.0746; -0.3353; -0.4407;-18.843; -0.2997; -0.4009; 0.7347;-11.439; -0.5614; 0.4692;-12.737;-24.484;1
13.398; 0.9146;15.115; 0.7808; 0.1575; 0.0359;-10.585;18.894;-11.999;10.463;17.765;33.184; 0.3007; 0.0603; -0.8377;15.923; 0.4800; -0.8998; 0.4551; -0.1647;0
11.543;-14.347; 0.8692;14.052; -0.0090;21.930; -0.6100; 0.1060; -0.6460;10.102; 0.2967; 0.0627;13.448; -0.2022; 0.5920; 0.4726; -0.5464; 0.4059; -0.2876; 0.1734;0
 0.6290; -0.3679; -0.3052; -0.2373;-14.590;10.554;11.540; -0.6549;19.294;13.003; 0.4581; -0.3015; -0.5183;19.153;10.242; -0.0538;15.074;10.855; 0.4842; 0.3194;0
14.133; 0.6926;11.451; 0.3103; 0.7833; 0.4319; 0.4847; -0.0392; 0.1212; 0.6825; 0.7093;24.733;16.790; -0.4752; 0.5423; 0.5542;20.893; 0.2125; -0.6394; 0.5857;0
19.817;12.015;-23.905; 0.4505; -0.4044;-12.732; 0.1387; 0.4205;12.092;-14.624;10.054; 0.0448;23.945;14.460; 0.6366; 0.2433; 0.0898; -0.9222; 0.6412; 0.3332;0
-11.618; 0.9570; -0.8474; 0.2362;-10.848;-10.515;-25.778;24.713;-11.503; 0.3912;-12.786;-13.919; -0.0712; 0.7966;-13.156;10.418; 0.4942; 0.4764; 0.4139; 0.4771;1
 0.0440; 0.1175; -0.1708; -0.7970; 0.7325;16.762; 0.0926; -0.0995; 0.5274; 0.4269;14.666;12.127; 0.3305;11.757; 0.1899; 0.7455;20.669;20.164; -0.0320;12.795;0
-0.7210;10.870;-14.945; 0.0050; 0.5050;14.493; 0.4060;25.637; -0.2611; 0.8339;-10.364; -0.4777; 0.5481; -0.6764;-19.559; 0.9687;11.535; 0.7643; 0.6619; -0.3546;0
20.506; -0.5915; -0.3688; 0.4131; -0.1008; 0.9067; 0.2424; -0.4966;-14.842; -0.2574;-12.663; 0.7432;14.735; 0.8600;-15.497;16.887;17.391; -0.4281; -0.2592;20.725;0
 0.5386; -0.5173;19.804;-12.811; 0.9877; -0.1490;10.647; 0.6328; 0.8359; 0.2023; 0.6510; -0.5380; 0.6151; 0.6809; -0.8363; 0.3223;14.882; -0.7464; 0.8502; 0.7098;0
 0.3071; 0.8514;11.561;20.485; -0.1496; 0.8286; -0.2079;13.278; -0.4861; 0.0758; -0.5098; -0.9833;27.908; 0.6655; 0.4234; -0.1316; 0.5792; 0.5573; -0.6325;11.144;0
-0.1386; 0.7645;-11.678; 0.5431; 0.3017; 0.9108;26.110; 0.9743; 0.7539; -0.7965; -0.0095; -0.5791; 0.8306; -0.0735; 0.7321; 0.5742;-17.204;21.827; 0.6580;-10.916;0
-14.774; -0.5925; -0.0188; 0.1597; -0.6673; -0.6383;-12.481;-37.725;-20.409;-21.483; -0.9830; -0.6553; 0.3685;-18.412; 0.1587; -0.5280;14.472; 0.7874; -0.5801; 0.9852;1
-0.9863;-13.050;-12.412;-10.907; -0.9571; -0.6241; -0.9565;-11.070; 0.2791; -0.5985; -0.7206; -0.4608; 0.5896; 0.0279;10.614;-23.126; -0.3344; 0.8278;-24.506; -0.7286;1
-0.0715;12.268; -0.1568; 0.4558;18.463;30.117; -0.3291; 0.8105; -0.2994; -0.7838;-13.554; -0.0587;14.949; 0.0090;16.343; -0.4258; 0.1854; 0.1638; 0.2608; 0.7496;0
26.041;33.237; 0.0552;18.297; -0.1540; -0.3365;14.457;17.632;10.137; 0.0025; -0.4087; 0.8050; 0.7770;-13.300; 0.0702; 0.6683; -0.0016; -0.4117; 0.8961; 0.5044;0
 0.8374; 0.7615;-12.964; -0.8845;-15.069; -0.2934; -0.4786; 0.2040;-24.655; 0.8306;-14.370; 0.1020; 0.2623;-11.452; -0.7399;-12.233;-12.298; -0.0180; -0.8749;-33.245;1
-0.8222;-11.412; -0.6709;-18.848;-11.997; 0.5117; -0.0663; 0.8769;-16.494; -0.6037;-15.476; 0.8387;-22.563; -0.7072; -0.0224;-21.419; 0.0706; -0.5689;-11.524;10.599;1
-0.7116; 0.6252;18.658; 0.5327; 0.5087; 0.8083; 0.1548; -0.6283; -0.7928;-17.388; -0.4371;-18.559;21.175; -0.8645; -0.2832; 0.0723;-11.294; 0.2384; -0.9896;12.695;1
13.916;-11.956; 0.7562; 0.2132; -0.6163; -0.7764; -0.4084;12.953; -0.0299; 0.8895; -0.8876; -0.8939; 0.6551; -0.8615; 0.0684; 0.3423;-19.834; -0.1854; -0.9872; -0.3617;1
-0.6664; 0.7753; 0.0635; 0.2160;-24.414; -0.0821; -0.7093; -0.0465; 0.0697;10.543;12.271; -0.2298; -0.3630; 0.2141; 0.8020; 0.6774;13.807; -0.9883;15.094; 0.8953;0
10.971; 0.3646; 0.0797; 0.3939; 0.5440; 0.8779;19.066;-11.405;15.660; -0.3654;13.441; -0.6349; 0.8698; 0.7878; -0.6789; 0.0348; 0.4426; -0.6141; -0.7695; -0.6869;0
 0.5908; 0.8313; 0.1706; -0.9955; 0.1470; -0.6127;35.772;-16.661; -0.3771; 0.6681;13.323; 0.5350; -0.5819; -0.1527;-19.577;-10.700; 0.6934;-13.435;16.135; -0.5883;0
-18.930;19.324; 0.8521; -0.6166; -0.1066; -0.9583;-17.871; -0.9694; 0.4170; -0.5100; -0.8810; 0.2926;-15.670;-13.901; -0.7984; 0.1226; -0.6769; -0.1730; -0.7282; 0.0354;1
 0.5246;-16.499; -0.4120; -0.2364;14.225; -0.0432; 0.3659; -0.7930;14.756;27.650; 0.0808; -0.9267; 0.2878; 0.8658; 0.0492;-15.030; 0.0762;13.700; 0.3682;15.566;0
-0.8068;-11.164; 0.7285; -0.0057; 0.5270;-14.023; -0.4343; -0.6277; -0.2610; 0.6865; 0.2076; -0.6657; 0.6340; -0.8155; 0.6719; 0.1965; 0.3176; -0.3795; -0.0822;-14.886;1
11.581;-13.712; -0.7143;-15.739; -0.6406;-22.876;13.866;-16.779;10.225; -0.3339; -0.5681;-14.864;10.360; -0.7569; 0.9281; 0.1031; 0.2087; -0.9408; 0.8278;-22.367;1
 0.7838; 0.9318;15.367; -0.0513; 0.3791; 0.4735; 0.1960;12.463; -0.5485; 0.4253;-15.620; 0.1093; 0.1329; 0.9166; 0.6227; -0.7860; -0.1148; 0.3079; 0.0595;15.215;0
-0.3801; 0.3668;15.373;15.642;17.715; 0.5755;15.036; -0.5468;13.327; 0.0486;17.540;13.193; 0.0533; -0.1435;14.324;16.468; 0.1815;11.568; 0.8164; -0.1538;0
 0.9665;19.844; 0.5040; 0.9947;-15.609;21.596; 0.2935; 0.7703; 0.6480; 0.1763;10.043;12.526;14.052; 0.1194; 0.3935; 0.8908;11.325;16.583; 0.9595;-11.641;0
 0.7836; -0.1129; 0.0273;20.570;10.966; -0.3858;16.109; 0.6212;13.371; 0.5908; -0.0362;19.056; -0.2172; 0.2368;12.130;16.726; 0.0786;13.921; 0.7606; -0.2130;0
 0.1739;-11.911; -0.8951;-16.310;-13.706;-11.643;19.211; -0.2240;-18.869; -0.9323; 0.9222;-11.048; 0.9125;12.550;20.584; -0.5263; 0.8161;11.266;-27.187; -0.8721;1
11.409; -0.1326; -0.1648;22.439; 0.2012; -0.0327; 0.4996; 0.1020; 0.6683; 0.4121; 0.7535;12.261; -0.1763; -0.1306;15.138; -0.7712; 0.4498;21.180; 0.1673; 0.1629;0
 0.4874; -0.7558;-10.769;13.521;20.799; 0.2580; 0.4307; 0.9228; 0.4837; -0.5194;12.905;14.632; 0.9923; 0.8427; 0.3524; -0.2435; 0.9665; -0.0636;12.909; 0.2539;0
-0.0124;-10.302; 0.0435; 0.6521; -0.4788;-14.818; -0.2475; 0.4196;-13.755;-14.664; -0.8657; 0.2640;-12.096; -0.9610; -0.3721; -0.3851; -0.7071; -0.9942; 0.9691; -0.4560;1
11.778; -0.4616; 0.2887;-16.526; 0.4365; 0.1235; -0.2825; -0.2128;14.335;10.863; 0.0547; 0.2792; 0.6200;20.125; -0.5142;-17.460; 0.1383;10.740;11.218; -0.4609;0
-13.446;16.327; 0.4496;11.126;12.247;16.382;10.710; 0.6869;-11.076;-36.560;-19.757;-12.293; -0.1543;-21.646; 0.0762; 0.4456;-19.154; -0.9043; -0.6981; -0.7737;1
-0.3650;-22.913; -0.8538; -0.7283; -0.4756;-16.723; -0.0716;20.995;-18.434;-21.665;-16.444;-17.462; -0.4987; -0.4152; 0.8109; -0.7054;-12.305; -0.9752;-10.904; -0.9010;1
-0.6827;19.753; 0.9758; 0.0848; -0.4264;-12.191;-11.146;13.043; 0.4009;13.188; 0.5172; 0.2316; -0.6753; -0.4107; -0.5894; -0.4755; 0.7671; -0.5872; 0.4334; -0.5147;0
-0.3316;-10.255;-13.989; -0.6444; -0.7106;-11.449; -0.7977;-12.207; -0.2233; -0.2299; -0.0567; -0.3056;14.451; -0.8440;-26.656;-19.853; 0.4574; -0.4014; 0.6225;-18.100;1
-0.4014; -0.4092;-20.849; -0.8697;13.745; -0.1003;-19.309; -0.0891; 0.6068; -0.1246;-11.051; -0.5265;-17.763;-12.726; 0.3630; 0.2742;11.284; -0.8905;12.594; 0.1065;1
12.301; 0.3098;14.792;12.725;16.482; -0.2754; -0.0809; 0.2150;-17.890; 0.8788; 0.8184; 0.1691; -0.0871;12.819; -0.3271;10.938; -0.0148; 0.5863; 0.5543; -0.1834;0
 0.1768;18.405;-11.280; 0.0210; 0.0300; -0.2927;-12.870; -0.2783; -0.3379; -0.9792;16.052; 0.0173; 0.6592; -0.2719; -0.7772; -0.5479; 0.8591; 0.3618; 0.9984; -0.1007;0
-16.662;-23.525; -0.0181;-21.929; -0.9306; -0.6759;-21.401; -0.3785; -0.0291;-20.774; -0.1262;-16.143;-19.407; -0.3821; -0.5540; -0.2831;-13.622;-19.996;-13.808; -0.2418;1
11.074;22.099;20.823; -0.3946; -0.0273;24.291; 0.0345; -0.8904; 0.9070; -0.2719;14.712; 0.3010; 0.0541; -0.1761; 0.7780; 0.4898; 0.9958;-12.877; 0.2814; 0.8603;0
 0.9914; 0.0202; 0.3296; -0.8767;14.688; 0.4535; -0.4924; -0.1129; 0.2049; -0.4298;13.853; -0.0427; 0.1931; -0.2577; -0.5542; 0.8696;-10.244; -0.7214;17.768;13.434;0
 0.8482; -0.1137; -0.4321;-14.860;-14.948;10.306; -0.6073; 0.0178; -0.8596;-15.481; 0.1076; 0.0312; -0.4685; -0.6775; -0.8831;-24.762;-13.677; 0.5837; 0.0540;-21.154;1
 0.2758; -0.2646;20.007; 0.6832;17.032; 0.9389; -0.2158; 0.0164; 0.1184;13.858; 0.8799;-11.469;10.664; 0.8782; -0.2923; -0.1598;19.732; 0.0908;20.835;12.967;0
19.919; 0.9876; 0.3222; -0.5414; -0.2664; 0.4158;31.025; 0.2496; 0.2769;19.178; 0.8947; 0.9812; 0.3224; 0.3083; -0.9282; 0.0839; 0.6487; 0.6437;14.468; -0.9503;0
 0.8341; 0.3682; -0.5290; 0.6435; 0.4466;14.743; 0.9824;-13.156;14.894;15.771;10.779;21.122; 0.5667;19.929;19.061; -0.9908; -0.1277;11.941; 0.4952; 0.2513;0
-0.8876; -0.5862; -0.5117; -0.1587; 0.8549; -0.2384;27.882; -0.8562; 0.3221;11.170;-17.073; 0.1424;14.375; -0.0427; -0.8838; 0.0674; 0.5502;25.269; -0.1755;-12.511;0
13.471;-31.901; -0.8524; -0.8110; -0.0606; 0.1974; 0.0875; 0.9231;-10.934; -0.0302; -0.6530; -0.7279; -0.0694; -0.5338;11.250; -0.6205; -0.5352; -0.4795; -0.9751;12.343;1
 0.3915;11.322; 0.3245;16.700; 0.7660;-13.347; -0.8250; 0.6752;17.178; 0.3837; 0.2800; -0.6634;16.945;10.841;10.938; 0.4338;31.499;17.757;14.705;20.739;0
16.368; 0.4559;24.080; -0.5272;13.820; -0.1394; 0.5185; -0.5164; 0.6876; -0.5238; -0.0125; -0.8353;20.971; 0.7780;11.004;16.797; -0.8379;-11.952; -0.8196; 0.2175;0
23.113; -0.6429;-13.991; 0.6671;19.836;16.605;16.396; -0.0678;10.137;10.913; -0.6623; -0.0895; 0.9287; 0.6196; -0.1098; 0.4228;11.309; -0.5464;24.799; 0.8097;0
 0.6211;20.747; -0.1101; 0.4363; -0.5857;15.724;14.076; -0.0210;11.878; 0.8188; 0.1367;11.558;12.580; 0.9626;17.789;-18.864;17.505; 0.8602;10.604; -0.3347;0
 0.8855; 0.1767;12.980; -0.7885; 0.9013;21.317;13.334; 0.4242;27.024;18.588;23.573;13.103; -0.5428;12.061; -0.6973; 0.5168; -0.0616; 0.8847; 0.0591;34.598;0
 0.7718; 0.6247;11.610;30.127; -0.7472; 0.3832;26.278;20.341; 0.0094; 0.4783; 0.2918; -0.3162;10.241;13.121; -0.3963; -0.8267;-11.640; 0.6334; 0.4594; -0.3744;0
-0.3952;24.494; -0.9307;19.026; 0.6345; 0.9528; -0.2506; -0.2553;13.489; 0.2186; -0.1219;15.616; 0.4213;12.894; 0.4935; 0.3989; 0.6156; -0.2801; 0.6608;21.438;0
-13.279;14.372; -0.4724; -0.0285; -0.1838; 0.6593;-13.352; -0.4305;10.763;10.429; 0.2351; -0.1885; -0.8410; 0.4485;11.759; -0.4946;-11.307; 0.6545; -0.6225; 0.4847;1
-13.637; 0.5551;16.871; -0.1869; 0.4290;19.475;26.185;25.479; 0.0321; 0.8080; 0.9841; 0.6757; 0.4477; 0.4092; -0.9172; 0.6868; -0.9147;12.452; 0.4367;26.869;0
 0.3981; -0.1912; -0.4813; 0.8423; -0.1580; -0.3061;-16.155;-11.424; -0.5342; -0.7782; 0.5242;-11.524; -0.3885; -0.3544; -0.6523; 0.7402; 0.1186;-13.116;-10.376; -0.5784;1
11.998; 0.3782; -0.1321;16.869; -0.8599; 0.7743; 0.9032;10.646; 0.9050; 0.5637; -0.9855; 0.2043;10.003; -0.7611; 0.6298; -0.3283; 0.1196; 0.9212;12.944; -0.1104;0
-0.0496; -0.4502; 0.2988;12.486; -0.4711;11.581; 0.2443;17.098; -0.5604; -0.0393; -0.7050;19.485;15.292; -0.8760;11.025;-12.033; -0.9567; -0.4369; 0.6677;-16.559;0
19.206;14.796; 0.8534; -0.6369;-15.125;11.506;11.131;21.093; -0.6028; 0.5822; -0.4630; -0.0485; 0.5198;12.659;11.213; 0.4405; 0.3102; 0.3147;24.556; -0.0465;0
 0.6120; 0.4080;21.584;-12.626;10.697;13.040; -0.1277; 0.1495;19.208; -0.2784; 0.5873;13.604; 0.5806; 0.6360;11.466; 0.5587; -0.2848; -0.4616; 0.4906; -0.8566;0
 0.9682; 0.1130;21.025; 0.9133;11.393; 0.2044; -0.4417; 0.5453; 0.6355;-10.456;13.488;19.424; 0.8860; -0.5317;18.922;10.116; 0.1742;12.149;14.594;15.485;0
 0.7544; 0.2490; 0.6909;-13.266;-14.972;-11.151; 0.8239; 0.1552; -0.7430;-22.723; -0.8791;-26.474; 0.8687; -0.8293;-29.826; 0.5669; -0.2651; 0.6380;-14.540; -0.3246;1
 0.8397;-12.655; -0.4729;12.314; 0.5823;-12.761; 0.8807; 0.3550; 0.1860; 0.5608;10.092; -0.3658;-11.892; 0.9417; -0.6141;15.191; -0.6523; -0.8201; -0.7055;19.340;0
-0.9959;12.342;15.306; -0.9642;19.217; -0.5231; 0.5418;12.804; -0.6361; -0.2375;21.018; -0.3032; 0.5446; -0.8123;11.324; -0.3752; 0.1330; 0.1428; 0.2462; 0.0980;0
10.881; -0.2658; -0.2324;-13.383;20.793; 0.3216; 0.6817;-12.777; 0.3788; -0.1804; -0.4927; 0.2452; 0.7167;-16.761; 0.7155; -0.2260; 0.6477;14.946; 0.2601; 0.6825;0
-0.1359;-17.886;-17.815; 0.3131;19.645; 0.6369;18.791; 0.7741; -0.0695; -0.3324; -0.0727; -0.3694; 0.3420;14.288; -0.6698;22.769; -0.5657; -0.8466; 0.3542; -0.0162;1
17.035; -0.0561; 0.1695; -0.6912;11.035; 0.3990; 0.3878; 0.3045;16.540; -0.2933; 0.4507; -0.7890; -0.3859;-12.939; 0.9720;13.133; -0.2357; 0.0099; 0.8931; -0.4108;0
-12.982; -0.5509; 0.3708; -0.7770; -0.5386; -0.4543;-18.624; -0.0341; 0.0889;-10.586; -0.9571;10.608; -0.4077; -0.1333;-10.304; -0.4991; -0.0320; -0.3709;-13.998; -0.8440;1
-0.9923; 0.2174; 0.2986;11.077; -0.0050; 0.2953;-10.625; -0.0908; 0.3965; -0.7097; -0.0011; 0.1492; 0.0029; -0.3577; 0.9363; 0.9048; 0.2717; -0.3742; 0.6488; 0.7881;0
11.654; 0.8800; -0.0689; 0.5525; 0.3763; -0.6435;15.415; -0.0410; 0.0821;16.550;16.432; 0.9331;-13.263;13.656;12.828;13.403; -0.5283; -0.8839;13.364; 0.3286;0
-15.033;-13.676; 0.8770; 0.1546; -0.2672;18.812; -0.9683;-17.157;-13.415;-11.391; -0.0397; -0.3464; -0.0899;-16.754;13.677; -0.6833; -0.8635; -0.6693;-19.095; -0.9423;1
 0.9952;11.479;18.749;16.061; 0.7413; 0.3731; 0.6282; 0.4934; 0.9423;16.753; 0.4755; 0.3559; -0.0915; 0.3923; -0.4706; 0.1385; 0.3606; 0.5379;10.799; 0.4562;0
 0.1222; 0.1535; 0.9769; -0.4366; -0.2465; -0.8958;-26.756;-11.825; 0.0565; -0.9181; 0.3384; -0.7885;11.899; -0.6072; -0.3663; 0.0202;17.671;11.684; 0.6462; 0.0296;1
-0.4188; -0.3769; -0.0688;21.394; -0.4122; -0.3250;30.123; 0.7477;30.679;40.484; -0.5219; -0.9033; 0.1341; -0.6700; -0.7100; -0.0483; 0.5603;10.838;11.147; -0.9005;0
 0.9114; 0.1547;-20.021;-17.730; 0.0162; -0.9901; -0.6371; 0.9118;-10.173;-23.497; -0.8135;-23.425; -0.0203; 0.9582; 0.4635; -0.7504; 0.6939; 0.3706; 0.4590; -0.5816;1
-14.606; 0.2342; 0.7468;26.992; 0.3224;-20.952; -0.6646;13.605; -0.0096;16.117; 0.5174;-12.229; 0.2945;20.659;12.300; 0.2645; 0.1520; 0.4520;-22.704; 0.9253;0
-0.7717; 0.0036; 0.8342; -0.9532; -0.8818;-14.258; 0.2559; -0.8444; -0.1175; -0.9727; -0.1129; -0.5631;-10.068; -0.1326;17.625; -0.8813;-19.231; -0.8681; 0.4075;11.822;1
-0.8416; 0.3376;-11.738; -0.2350;-12.146; 0.7550; 0.2350;11.732;-25.502;-10.908;-12.963; -0.1408;-10.694; -0.5610; -0.0466; -0.3854;-29.703;-17.296; -0.2165; -0.6677;1
 0.2696; 0.8631; -0.5152; -0.0451;11.675; 0.3117; -0.4442; 0.9402;12.606;24.466; 0.1862; 0.4962; -0.2555;28.820; -0.0770; 0.7036;19.850; -0.6102;24.910; 0.9959;0
13.229;15.092;12.615;-20.881; 0.2994; 0.1321; 0.4928; 0.7112; 0.8765; 0.2637;22.068; -0.0492; -0.3673;10.200; -0.8533; 0.6005;14.819; -0.5659; -0.2635;16.278;0
-0.2274;11.374; -0.9283; -0.1512; -0.9428; -0.5091;10.426; 0.5973; 0.5177; -0.5361; -0.7000; 0.3107; -0.4965;-10.509; -0.9765;11.680; 0.5074; 0.9347; -0.7772; 0.7262;0
-12.780;-23.591;-15.157;-17.461;-11.450;10.797; -0.3073; 0.1853; 0.6816; -0.6563;-19.187;-19.048;-18.961;-17.366; -0.6215;-10.825;-15.700;-17.035;-15.476;-27.216;1
-0.9856; -0.1457; -0.4406;20.589; 0.0810; -0.2531; 0.0593; 0.7460;-10.314; 0.1298;16.849; 0.2510; 0.3300; -0.3027; -0.4125;17.058; -0.3118;-10.789; 0.2439;11.480;0
-0.9206; 0.0855;-11.628; 0.6789; -0.7240; -0.3092; 0.9563; -0.4661;-13.113;-11.309; 0.0877; 0.0944; -0.0109; -0.4101; -0.9245; 0.0900;13.034;10.392; -0.7665; -0.3212;1
-0.5456;-12.888;15.998; 0.3700; 0.4880; -0.8595; 0.2374;11.490; 0.1943; 0.5173; 0.1140;-17.583;10.015;17.398; 0.9511; 0.6016; 0.0952;12.003; 0.6441; 0.4655;0
-0.7425; 0.2533; -0.5888;-10.996; -0.9766; -0.2090; -0.1718; 0.0321; -0.0423; 0.0871;-23.154; 0.4257; 0.3438;13.702;-17.223; 0.9821; 0.3092; -0.5713; 0.1342; -0.0934;1
-20.235;-17.354; -0.8544;-16.957; -0.4072; -0.2258;-13.393;-15.719; -0.6597; -0.3431; 0.2446; -0.5006;-29.575; -0.8709; -0.9073; 0.9457;12.921; -0.9928;-22.841; -0.4063;1
-13.185;25.530;-18.845; -0.6708; -0.6235;-12.670; 0.2479; 0.6479;-17.030; -0.5374;-12.582;-12.621; 0.0487;18.291;-12.348;-10.746;-16.021; -0.1484;-17.647; -0.4293;1
 0.9566; -0.9736; -0.7315; -0.6757; -0.0029; 0.2233;24.395;-26.818; 0.3308; 0.2157; -0.6862; -0.3761; 0.9199;-22.702; 0.8446; -0.2265; -0.6771; 0.3075;-11.766; -0.7948;1
 0.8297; 0.5063; -0.2094; 0.9386;-11.867;12.522;19.263; 0.4690; -0.5992;12.192; -0.3633;10.132; -0.0246;-19.357; 0.7885;18.001; -0.3956; -0.4231;14.913; -0.1342;0
-0.6444;-19.239; -0.2350;-12.067;15.862;-17.486; -0.7460; -0.9836; -0.5133; -0.8868; -0.8871;-16.988;-27.488; -0.1579; -0.2332;-13.373;-17.635; 0.5144; 0.7228;-14.423;1
-0.4766; -0.3588; 0.9407;16.973;10.420;18.860;14.482; 0.4822; -0.1865; -0.6033; 0.6633; 0.4084; 0.3730;15.024;11.685;12.457; -0.3868;12.985; 0.0863;10.295;0
-0.7800;18.197; 0.2734; -0.8987; -0.7229;-12.472; -0.4550;15.012;15.077; -0.7713; -0.8699;-10.097; 0.0174; 0.2811; 0.0962; 0.0433;-11.783; -0.1198; 0.4407; 0.1489;1
 0.5793; -0.5752; -0.1609; 0.8599; 0.3637; 0.4745; 0.8454; -0.2020; 0.9538;13.233;16.974; -0.9546; 0.5532; 0.7339;-13.216; 0.2747; 0.7414;12.513;12.592; -0.3398;0
-0.7215; -0.1437;11.007;13.756;-21.001; -0.1793; -0.1616;-14.412;-14.276; -0.7597; -0.2357; 0.4287;12.515; -0.6335;-14.729; -0.4925; 0.5313; -0.1951; 0.3127; 0.0740;1
 0.1999;13.259; 0.5859;15.749; 0.9276; 0.6628; 0.4391;19.917; -0.1991; 0.0962; 0.6011; 0.5584; -0.8580;23.258;27.319; 0.6759; 0.5953; 0.1564; 0.9841; 0.7975;0
-15.191; -0.6251;-14.705; -0.5050; -0.3097; -0.6875; -0.1687; -0.3176;12.768;-11.490;-18.793; 0.0052;-20.372; -0.5925; -0.1249; 0.0671; -0.4237; 0.3827; -0.2150;-11.858;1
-0.4228; -0.5440;-17.324;-12.969; 0.0533;-10.844;18.743;-17.432; 0.0848; 0.9013; 0.1635; 0.5027;-17.875; -0.4885;10.864;-15.086; -0.0695; 0.9360;-13.420; -0.4902;1
-0.4188; -0.5308; 0.0077; 0.1294; -0.2386; 0.7689;-13.681;-10.142;-11.135; 0.2467; 0.5860; -0.8834; -0.5834;11.104; 0.7179; -0.7245;-14.843; -0.3527; 0.5997; -0.9336;1
 0.5750; 0.7481; -0.4938; 0.7241; 0.9619; 0.0134;13.874;13.236; -0.9209; -0.9793;35.750;13.240; 0.2682; 0.5256; 0.2558;-15.383; 0.3210;-11.824;12.985; 0.3557;0
17.230;14.362; -0.4379; 0.4063; 0.6540;13.370;14.907;19.437; 0.1011; -0.2060;-11.307; -0.2669; -0.7800;17.003; 0.8317; -0.2532; -0.1426; -0.3841;10.136; 0.9646;0
-0.1843; 0.1716; 0.4248;12.236; -0.5983; -0.0639; 0.2931;11.484; 0.9564;14.517; -0.1655; -0.5739; 0.3673;25.304; 0.6258;34.091; 0.9862; -0.0951;17.797; 0.2285;0
-0.5916;11.769;14.102; -0.3115; 0.4432; 0.1094; -0.4353;10.858; -0.4216; -0.1340; 0.1967;19.521;14.348; 0.4194; 0.8036; 0.1099; -0.1101; -0.4734;-12.712; 0.2546;0
14.302; 0.6073; -0.7777; 0.0379; 0.2230; 0.8134;21.820;-14.739;13.356;17.513;20.851; 0.7553; 0.5532; 0.2498;11.539; -0.2363; 0.2699;-13.795; -0.4672; -0.2375;0
 0.1948; 0.3553;-14.613; 0.3255; -0.8592; 0.3768;-12.168; -0.5003;11.527;-12.250; -0.8522; -0.9922; 0.7123; 0.7548; -0.9317; 0.1193;16.855;12.773; 0.3160;11.584;0
-16.246; 0.3050;17.994; 0.4903;20.520; 0.4345; 0.1521;15.658; -0.5874; -0.4883; 0.7445; -0.8128; 0.5081; 0.4849; 0.9091;10.782; -0.6324;-14.708;12.642; 0.0060;0
-14.681;12.113;-17.266;12.931;-13.482; 0.0847;15.460; -0.9677; 0.4980; -0.7265; 0.0555;-14.741; -0.9458; 0.1777; 0.6671; -0.2592; 0.9395; -0.7092; -0.3716; 0.7681;1
-21.929; 0.6223; 0.0771;-22.921; -0.1681; 0.6607; 0.2646; -0.4156; 0.3992;-13.211; -0.3116;-11.690;-18.112; -0.9575; 0.3825;-12.924;-26.676; -0.3049; -0.3291;-25.183;1
 0.8792; 0.9988;-10.538;18.469;16.246; -0.0197; 0.5712;18.250; 0.1462;11.316; 0.2423;27.334; 0.6394; 0.1344; 0.8713; -0.0864; 0.6389; 0.2873; 0.4572; -0.2056;0
 0.6382; -0.9207;22.912; 0.2335; -0.1788; 0.0601;-14.791;15.238;28.189;17.584;11.234; 0.3141; -0.3738; 0.4205;20.537; -0.0394; -0.5765; -0.5057;-14.992; 0.0849;0
-23.247;-15.010;-20.083; 0.7952; -0.5396; -0.4611;12.562;-17.318; -0.1473; 0.4690; -0.4839;-15.558;-12.809;-15.340;-14.322; -0.0560; -0.6184; -0.5561; -0.5318; 0.7148;1
-0.8402; 0.5957; 0.1790;-19.927; 0.2997;-13.946; -0.1936; 0.9198; -0.5845;14.192; 0.1045;15.207;-13.276; -0.2286; -0.6744;-22.324; 0.3738; 0.4290; 0.5657; -0.7853;1
 0.4388; -0.3655; -0.7815; -0.4838;-23.961;-14.553;-11.914; -0.7065;11.323;-15.481; -0.6073;-15.018; 0.7543;-11.264; -0.0560;-10.238; -0.3748;-14.044; 0.2552; -0.3888;1
-11.843; -0.5416; 0.1794;-14.428;-12.919;-17.729; 0.2112;-14.812;11.768; -0.2489; 0.1126; 0.7808; -0.0055; 0.7829; -0.6867; -0.5188;-16.812; -0.1600; 0.0034;-21.582;1
 0.3406;21.260; 0.8582;11.236; -0.2281; 0.0660; 0.6819; -0.3002; 0.7901; 0.4734;10.203;15.761;10.907; 0.5673; 0.3651; -0.0533; 0.6392; 0.5766;16.489;11.715;0
 0.9610;10.757;15.808; -0.2124;13.111;16.004;23.828; 0.2841;12.081; 0.2214; -0.1342;24.386; -0.7717; -0.1790; -0.2896; 0.0853; 0.9480; 0.7383; -0.0269; 0.7961;0
